31.690000	32.100000	1F
32.580000	44.870000	1F
46.130000	61.640000	1F
63.860000	99.590000	1F
101.160000	122.840000	1F
110.051201	111.170366	2F
123.640000	128.790000	2F
129.450000	130.070000	1F
132.920000	148.350000	2F
149.250000	151.120000	2F
152.020000	153.111066	1F
153.148371	154.621938	2F
154.620000	155.106909	1F
155.820000	177.370000	2F
180.360000	182.370000	2F
185.050000	187.210000	2F
192.500000	193.980000	2F
195.190000	195.400000	3F
195.910000	197.400000	1F
197.540000	215.410000	2F
200.624273	201.127897	1F
217.040000	219.630000	1F
220.070000	223.530000	4M
222.545912	223.124148	1F
224.690000	229.150000	4M
230.560000	231.090000	4M
231.610000	233.210000	4M
239.090000	244.690000	4M
240.471201	242.327150	2F
242.634920	244.686722	1F
246.180000	250.150000	4M
275.170000	276.790000	4M
278.140000	278.541456	2F
278.532130	279.362177	3F
279.212955	301.290000	4M
279.613989	280.490668	2F
281.330041	283.363191	3F
308.150000	309.870000	3F
312.100000	318.250000	3F
319.190000	324.380000	3F
328.440000	330.290000	3F
