31.690000	32.100000	1F
32.580000	44.870000	2F
46.130000	61.640000	2F
63.860000	99.590000	2F
101.135189	109.920632	2F
109.846021	110.629436	1F
109.995243	122.846985	2F
123.640000	128.790000	1F
129.450000	130.070000	2F
132.920000	148.350000	1F
149.250000	151.120000	1F
152.020000	152.989823	2F
152.989823	154.500695	1F
154.620000	155.110000	2F
155.820000	177.370000	1F
180.360000	182.370000	1F
185.050000	187.210000	1F
192.500000	193.980000	1F
195.191660	195.400000	3F
195.910000	197.400000	2F
197.540000	215.410000	1F
217.040000	219.630000	2F
220.070000	223.530000	1M
224.690000	229.150000	1M
230.560000	231.090000	1M
231.610000	233.210000	1M
239.090000	243.026628	1M
240.228716	242.280518	1F
242.821447	244.686722	2F
246.180000	250.150000	1M
275.170000	276.790000	1M
278.140000	278.914511	3F
278.951816	281.283410	1M
279.492746	280.462689	1F
281.246104	283.503086	3F
283.521739	301.279153	1M
308.150000	309.870000	3F
312.100000	318.250000	3F
319.190000	324.380000	3F
328.440000	330.290000	3F
