31.690000	32.100000	1f
32.580000	44.870000	1f
46.130000	61.640000	1f
63.860000	99.590000	1f
101.160000	122.846985	1f
109.976590	110.368298	2f
123.640000	128.790000	2f
129.450000	130.070000	3f
132.920000	148.350000	2f
149.250000	151.120000	2f
152.020000	153.139045	1f
153.139045	154.500695	2f
154.620000	155.110000	1f
155.820000	177.370000	 2f
180.360000	182.370000	2f
185.050000	187.210000	2f
192.500000	193.980000	2f
195.190000	195.400000	1f
195.910000	197.400000	1f
197.540000	215.410000	 2f 
200.293186	200.983338	1f
217.040000	219.630000	1f
220.070000	223.530000	1m
224.690000	229.150000	1m
230.560000	231.090000	1m
231.610000	233.210000	1m
239.090000	242.961343	1m
240.312653	242.205907	2f
242.672225	244.686722	1f
246.180000	250.150000	1m
275.170000	276.790000	1m
278.140000	280.565279	2f
278.243012	278.858553	3f
279.082386	279.539378	1m
281.264757	283.372517	3f
283.754898	301.297806	1m
308.150000	309.870000	3f
312.100000	318.250000	3f
319.190000	324.380000	3f
328.440000	330.290000	3f
