31.690000	32.100000	1f
32.580000	44.870000	1f
46.130000	61.640000	1f
63.860000	99.590000	1f
101.160000	122.840000	1f
109.974528	110.587614	2f
123.640000	128.790000	2f
129.450000	130.070000	1f
132.920000	148.350000	2f
149.250000	151.120000	2f
152.020000	152.974114	1f
152.974114	154.367490	2f
154.620000	155.110000	1f
155.820000	177.370000	2f
180.360000	182.370000	2f
185.050000	187.210000	2f
192.500000	193.980000	2f
195.190000	195.400000	1f
195.910000	197.400000	1f
197.540000	215.410000	2f
217.040000	219.630000	1f
220.070000	223.530000	3m
224.690000	229.150000	3m
230.560000	231.090000	3m
231.610000	233.210000	3m
239.090000	243.209148	3m
240.366661	242.428858	2f
242.651798	244.583946	1f
246.180000	250.150000	3m
275.170000	276.790000	3m 
278.140000	301.290000	3m
278.563744	280.161481	2f
281.257604	283.245487	2f
308.150000	309.870000	4f
312.100000	318.250000	4f
319.190000	324.380000	4f
328.440000	330.290000	4f
