32.716789	44.044697	1F
46.504046	61.707291	 1F
64.017589	75.569074	1F
77.655794	100.237086	1F
101.354971	123.265531	1F
109.776377	111.341417	2F
123.638160	129.749269	2F
129.600217	130.643577	1F
133.251977	151.659829	2F
151.734354	153.373920	3F
153.075817	154.938960	2F
154.640857	155.386114	3F
155.684217	169.322423	2F
172.005349	177.296674	2F
180.426754	182.662526	2F
185.196400	187.730274	2F
192.574446	194.288537	2F
194.735691	195.630000	3F
195.928103	197.344091	1F
197.940297	215.453840	2F
217.391509	220.148960	1F
220.074434	233.638114	4M
239.153017	242.953829	4M
240.494480	242.879303	2F
242.804777	245.115074	1F
245.934857	249.213989	4M
275.223463	277.720074	4M
277.645549	278.204491	3F
278.577120	279.098800	5F
279.126747	280.375053	4M
279.396903	281.185520	2F
280.961943	283.719394	5F
284.101339	301.689407	4M
308.424669	310.399600	5F
312.374531	324.410434	5F
328.472086	330.558806	5F
